,t0_F1E_2,t0_F1E_3,t0_F1E_4,t0_F1C_2,t0_F1C_3,t0_F1C_4,LPS_F1E_1,LPS_F1E_2,LPS_F1E_3,LPS_F1C_1,LPS_F1C_2,LPS_F1C_4
KIAA1217,0,0,0,2.263488142,3.435060543,3.839350342,5.048273018,5.232352218,5.096274689,2.667568323,3.094484068,2.020408789
DIS3L2,46.69893176,36.05324877,38.25349115,44.81706522,54.1976219,53.75090479,55.5310032,81.97351808,54.7849529,32.01081988,55.70071323,42.42858457
AURKA,2.746995986,0,0,1.358092885,4.961754118,2.193914481,0,3.488234812,1.274068672,0,1.031494689,5.051021972
FAM210B,54.93991972,39.48689151,33.15302566,44.36436759,46.56415403,48.26611858,57.69454877,20.92940887,57.33309025,47.12704038,48.4802504,39.39797138
SLC39A10,2.746995986,1.71682137,0,4.074278656,3.816733937,2.742393101,2.163545579,6.976469624,0,2.667568323,5.157473447,4.040817578
PES1,2.746995986,1.71682137,2.550232743,8.148557312,10.68685502,1.645435861,2.884727439,0,3.822206017,7.113515529,6.188968136,3.030613183
ADCY9,24.72296388,42.92053425,61.20558584,45.26976285,41.98407331,43.87828962,44.7132753,54.06763959,40.77019751,40.01352485,24.75587254,42.42858457
EIF4E3,50.81942574,54.93828384,25.50232743,52.5129249,53.81594851,47.71763996,33.89554741,48.83528737,76.44412033,40.01352485,45.38576633,54.5510373
PROK2,8.240987958,3.43364274,7.65069823,5.88506917,6.870121087,2.742393101,2.884727439,1.744117406,2.548137344,2.667568323,6.188968136,2.020408789
DOK5,48.07242976,39.48689151,38.25349115,57.03990119,52.67092833,44.42676824,46.15563902,57.5558744,45.8664722,51.57298759,59.82669198,55.56124169
PFDN4,19.2289719,25.75232055,12.75116372,31.68883399,21.75538344,20.84218757,30.28963811,19.18529147,17.83696141,25.78649379,18.56690441,22.22449668
UPRT,157.9522692,176.8326011,127.5116372,161.6130534,145.0358896,184.2888164,157.2176454,141.2735099,149.0660346,200.9568137,192.8895069,192.9490393
BCAS1,96.14485951,66.95603343,76.5069823,119.0594763,179.7681684,133.8287833,54.08863948,76.74116586,89.18480705,132.4892267,76.33060701,75.76532958
GXYLT2,1.373497993,6.86728548,0,2.716185771,1.526693575,1.645435861,2.163545579,3.488234812,1.274068672,0,1.031494689,3.030613183
TSHZ2,12.36148194,3.43364274,10.20093097,4.526976285,19.46534308,17.00283723,14.42363719,20.92940887,12.74068672,13.33784162,19.5983991,20.20408789
PPP4R2,28.84345785,20.60185644,10.20093097,62.47227273,45.80080724,31.81175997,56.25218506,20.92940887,35.67392282,49.7946087,41.25978757,26.26531425
PDZRN3,0,3.43364274,5.100465487,6.790464427,4.580080724,8.775657924,7.211818597,12.20882184,2.548137344,11.55946273,8.251957515,7.071430761
DNAJA3,68.67489965,87.55788987,135.1623354,154.8225889,190.0733501,155.2194495,63.46400365,116.8558662,91.7329444,163.6108572,78.39359639,150.5204548
MRPL58,200.530707,194.0008148,295.8269982,212.7678854,233.9657903,211.1642688,196.8826477,200.5735017,189.8362322,200.0676243,203.2044538,237.3980327
KIAA1841,2.746995986,0,7.65069823,3.621581028,3.816733937,2.193914481,5.048273018,3.488234812,1.274068672,5.335136647,2.062989379,7.071430761
PEX13,45.32543377,48.07099836,38.25349115,48.43864625,53.05260172,48.26611858,57.69454877,61.04410921,56.05902158,34.6783882,49.51174509,67.68369443
ENSGALG00000007833,43.95193578,72.10649754,40.80372389,47.08055336,48.472521,44.42676824,49.04036646,36.62646553,38.22206017,33.78919876,36.10231413,45.45919775
PUS10,5.493991972,5.15046411,12.75116372,7.243162055,6.106774299,4.387828962,4.327091158,0,5.096274689,3.556757765,8.251957515,7.071430761
KAZALD1,0,5.15046411,7.65069823,0.452697628,0.763346787,1.645435861,2.163545579,3.488234812,2.548137344,2.667568323,5.157473447,2.020408789
NCAM1,439.5193578,518.4800538,469.2428248,520.1495751,575.5634777,496.3731513,459.3928446,518.0028696,536.382911,490.8325715,486.8654934,438.4287072
DNAH7,5.493991972,3.43364274,2.550232743,6.790464427,2.671713756,3.290871722,4.327091158,1.744117406,6.370343361,4.445947206,4.125978757,2.020408789
ATRX,252.7236307,89.27471124,102.0093097,317.3410376,232.4390968,163.4466288,227.1722858,156.9705665,184.7399575,191.1757298,225.897337,153.5510679
REL,26.09646187,24.03549918,10.20093097,19.91869565,21.75538344,24.13305929,21.63545579,36.62646553,21.65916743,23.11892547,30.94484068,41.41838017
PTS,120.8678234,149.3634592,163.2148956,151.6537055,154.5777244,181.5464233,114.6679157,169.1793884,151.614172,128.0432795,138.2202884,135.3673889
MAGT1,31.59045384,42.92053425,33.15302566,52.96562253,48.472521,31.81175997,46.15563902,47.09116996,52.23681556,33.78919876,34.03932475,39.39797138
CNTN3,4.120493979,1.71682137,2.550232743,1.358092885,3.816733937,2.742393101,2.884727439,5.232352218,2.548137344,6.224326088,8.251957515,9.09183955
ENSGALG00000007863,1432.558407,1093.615213,1277.666604,1818.486374,1367.53577,1456.759215,1219.518525,1084.841027,1438.423531,1461.827441,1126.392201,1079.908498
ARMC3,1.373497993,3.43364274,0,2.716185771,3.05338715,2.742393101,0.72118186,0,2.548137344,5.335136647,6.188968136,7.071430761
BCO2,39.8314418,30.90278466,22.95209469,45.26976285,35.11395222,36.74806756,31.01081997,19.18529147,40.77019751,29.34325156,33.00783006,22.22449668
IL18,0,0,0,0.452697628,0.381673394,0,0,0,0,1.778378882,1.031494689,2.020408789
ENSGALG00000007875,61.80740969,60.08874795,114.7604734,59.75608696,80.91475946,79.52939994,95.91718734,118.5999836,64.97750228,72.91353417,137.1887937,82.83676034
PIP4K2A,228.0006668,238.6381704,196.3679212,215.9367688,259.5379077,240.7821143,254.5771965,265.1058457,284.1173139,264.089264,269.2201139,259.6225294
ENSGALG00000007878,1089.183908,1143.403032,1088.949381,937.5367885,927.0846733,1108.475292,906.5255976,971.4733951,1034.543762,841.1732113,846.85714,930.3982472
NKAPD1,86.53037356,90.99153261,76.5069823,71.07352767,82.44145304,69.10830615,75.00291341,50.57940477,64.97750228,78.24867082,88.70854329,87.88778231
ENSGALG00000007885,9.614485951,12.01774959,20.40186195,9.959347826,7.633467874,9.324136544,10.8177279,17.44117406,5.096274689,8.891894412,9.283452204,7.071430761
PAMR1,1.373497993,1.71682137,5.100465487,0.905395257,1.526693575,3.290871722,5.769454877,1.744117406,0,0,1.031494689,1.010204394
AAGAB,37.08444581,25.75232055,33.15302566,20.82409091,27.86215774,19.74523033,21.63545579,15.69705665,19.11103008,19.56216771,20.62989379,23.23470107
SPAG6,2.746995986,8.58410685,2.550232743,4.074278656,3.05338715,2.742393101,6.490636737,5.232352218,0,8.00270497,1.031494689,1.010204394
COMMD3,274.6995986,245.5054559,280.5256018,190.5857016,188.5466565,230.9094991,234.3841044,275.5705501,188.5621635,165.3892361,203.2044538,212.1429228
ATP7A,0,0,0,3.621581028,2.671713756,0.54847862,1.442363719,0,3.822206017,1.778378882,1.031494689,0
DLAT,2.746995986,1.71682137,10.20093097,3.621581028,4.580080724,1.645435861,6.490636737,3.488234812,8.918480705,1.778378882,5.157473447,5.051021972
LAMB1,13.73497993,15.45139233,25.50232743,17.65520751,20.22868987,12.61500827,20.91427393,12.20882184,28.02951079,10.67027329,21.66138848,22.22449668
IQCH,4.120493979,1.71682137,0,1.358092885,5.343427512,4.387828962,5.048273018,6.976469624,2.548137344,6.224326088,5.157473447,4.040817578
ATP9A,2.746995986,1.71682137,0,0.905395257,3.05338715,1.096957241,0,5.232352218,3.822206017,1.778378882,1.031494689,3.030613183
DNAJC1,103.0123495,103.0092822,135.1623354,98.23538538,148.8526235,137.6681337,116.8314613,130.8088054,119.7624552,118.2621957,138.2202884,138.398002
EIF4E2,195.036715,202.5849217,277.975369,135.3565909,144.6542162,167.8344578,153.6117361,251.1529065,216.5916743,174.2811305,167.1021397,195.9796525
STK17B,10.98798394,8.58410685,0,9.053952569,4.961754118,8.775657924,6.490636737,6.976469624,7.644412033,7.113515529,7.220462826,12.12245273
ATP5H,1420.196925,1503.93552,1655.10105,1318.708192,1106.852842,1383.811559,1117.831883,1222.626302,1325.031419,1212.854398,1093.384371,1417.316765
CNTN6,2.746995986,5.15046411,2.550232743,3.168883399,4.198407331,6.581743443,2.163545579,0,1.274068672,4.445947206,8.251957515,5.051021972
MLLT10,6.867489965,1.71682137,2.550232743,3.621581028,3.05338715,1.645435861,3.605909298,3.488234812,3.822206017,3.556757765,6.188968136,8.081635155
DIXDC1,1.373497993,0,0,0.905395257,0.763346787,1.096957241,0,3.488234812,6.370343361,1.778378882,1.031494689,2.020408789
MAP2K5,149.7112812,171.682137,232.0711796,128.5661265,159.5394786,136.5711764,121.1585524,144.7617447,123.5846612,148.4946367,128.9368362,122.2347317
DLD,278.8200926,240.3549918,201.4683867,340.8813142,268.6980692,316.4721639,312.2717452,221.5029106,275.1988332,327.2217143,256.8421777,306.0919315
TRAF6,1.373497993,3.43364274,2.550232743,0.452697628,1.526693575,1.645435861,0.72118186,1.744117406,2.548137344,5.335136647,3.094484068,3.030613183
KCTD2,310.4105464,413.7539502,359.5828168,358.0838241,390.4518818,387.2259059,356.9850205,429.0528819,410.2501124,346.783882,331.1097953,382.8674655
ENSGALG00000007936,1683.908539,1679.0513,1563.292672,1765.973449,1668.294404,1894.993633,1815.214741,1550.520374,1686.866922,1787.270777,1692.682785,1811.296479
SF3A1,82.40987958,82.40742576,68.85628407,102.7623617,87.02153376,132.7318261,79.33000457,88.94998771,87.91073838,122.7081429,93.86601673,65.66328564
C11orf74,19.2289719,17.1682137,7.65069823,13.12823123,17.9386495,10.96957241,11.53890975,22.67352628,14.01475539,3.556757765,9.283452204,7.071430761
HECW2,2.746995986,3.43364274,2.550232743,2.716185771,1.526693575,0.54847862,1.442363719,1.744117406,1.274068672,0.889189441,2.062989379,6.061226366
CRYAB,1664.679568,1505.652342,1157.805665,1570.408073,1566.005934,1671.762835,1026.962968,1006.355743,1774.77766,890.96782,940.7231567,1166.786076
LRRC4C,38.45794381,6.86728548,5.100465487,35.31041502,25.95379077,24.13305929,20.91427393,12.20882184,40.77019751,17.78378882,21.66138848,7.071430761
AMOT,199.157209,181.9830652,132.6121027,176.5520751,166.0279263,95.98375854,248.8077416,158.7146839,86.63666971,98.70002797,181.5430653,178.8061778
ENSGALG00000007954,0,1.71682137,2.550232743,0.452697628,0.381673394,1.096957241,0,5.232352218,1.274068672,0.889189441,0,3.030613183
PLXDC2,2.746995986,3.43364274,0,4.074278656,3.05338715,0.54847862,2.163545579,3.488234812,3.822206017,1.778378882,3.094484068,2.020408789
GTF3C3,13.73497993,10.30092822,10.20093097,16.74981225,18.70199629,20.84218757,17.30836463,5.232352218,17.83696141,27.56487268,18.56690441,13.13265713
ARMC7,72.79539363,70.38967617,53.55488761,64.73576087,59.92272281,68.55982753,67.79109481,54.06763959,64.97750228,54.24055591,78.39359639,60.61226366
JPT1,905.1351774,848.1097568,775.270754,786.7884783,789.6822516,782.1305125,757.9621345,776.1322457,809.0336068,770.9272455,801.4713736,928.3778385
FDXACB1,45.32543377,73.82331891,79.05721504,61.56687747,90.8382677,98.17767303,48.3191846,101.1588095,68.7997083,76.47029194,81.48808046,71.724512
PIAS1,12.36148194,6.86728548,0,28.06725296,4.198407331,9.324136544,7.211818597,1.744117406,22.9332361,24.00811491,3.094484068,4.040817578
ENSGALG00000007971,755.4238962,681.5780839,696.2135389,612.0471937,666.7834188,614.2960547,651.9484012,638.3469706,666.3379156,686.4542486,690.0699472,674.8165355
NUP85,111.2533374,80.69060439,73.95674956,99.14078063,93.89165485,103.1139806,109.6196427,101.1588095,108.2958371,98.70002797,104.1809636,102.0306438
CALML4,17.85547391,24.03549918,38.25349115,8.601254941,11.8318752,6.033264823,4.327091158,10.46470444,12.74068672,8.891894412,4.125978757,17.1734747
KCNG1,0,3.43364274,5.100465487,1.810790514,1.908366968,2.742393101,2.163545579,3.488234812,0,2.667568323,1.031494689,2.020408789
CLN6,145.5907873,194.0008148,196.3679212,191.0383992,166.4095997,173.319244,181.0166468,197.0852669,188.5621635,160.9432888,189.7950228,152.5408636
MOCS3,27.46995986,39.48689151,12.75116372,29.42534585,26.71713756,25.23001653,27.40491067,34.88234812,16.56289274,13.33784162,25.78736723,30.30613183
ADNP,9.614485951,8.58410685,5.100465487,22.18218379,25.57211738,17.55131585,16.58718277,22.67352628,14.01475539,16.00540994,22.69288317,4.040817578
GGA3,92.02436554,125.32796,119.8609389,90.08682806,111.448631,99.82310889,118.9950068,120.344101,87.91073838,125.3757112,115.5274052,91.92859989
DCX,9.614485951,17.1682137,7.65069823,4.526976285,4.198407331,6.581743443,3.605909298,19.18529147,5.096274689,3.556757765,13.40943096,10.10204394
ANKRD44,98.8918555,109.8765677,112.2102407,95.06650198,99.23508236,115.7289889,98.08073292,130.8088054,103.1995624,113.8162485,110.3699318,108.0918702
SLC26A4,6.867489965,3.43364274,0,5.88506917,2.671713756,4.936307582,6.490636737,17.44117406,5.096274689,6.224326088,8.251957515,4.040817578
MRPS7,170.3137511,226.6204208,163.2148956,172.9304941,172.8980473,180.9979447,185.3437379,235.4558498,208.9472622,158.2757205,169.1651291,254.5715074
ZC3HC1,42.57843778,53.22146247,66.30605133,38.47929842,46.94582742,39.49046066,41.107366,45.34705256,62.42936494,40.01352485,27.85035661,43.43878896
BCAP29,179.9282371,202.5849217,114.7604734,188.3222134,183.9665758,179.9009874,217.0757398,216.2705583,169.4511334,180.5054566,200.1099697,219.2143536
PTPN1,5.493991972,3.43364274,0,1.810790514,0.763346787,0,0,8.72058703,3.822206017,2.667568323,0,2.020408789
SLC25A19,10.98798394,5.15046411,15.30139646,11.31744071,5.343427512,14.26044413,7.933000457,15.69705665,6.370343361,11.55946273,12.37793627,9.09183955
KLHDC10,0,5.15046411,0,0,0,1.645435861,3.605909298,1.744117406,0,0,2.062989379,5.051021972
ENSGALG00000008015,2.746995986,3.43364274,7.65069823,7.695859684,9.923508236,7.678700684,7.933000457,6.976469624,5.096274689,11.55946273,13.40943096,5.051021972
GRB2,68.67489965,99.57563946,89.25814601,68.81003953,104.5785099,100.3715875,56.97336692,43.60293515,73.89598299,112.927059,87.6770486,72.7347164
ENSGALG00000008018,0,3.43364274,0,2.716185771,1.908366968,4.387828962,5.048273018,12.20882184,7.644412033,8.00270497,10.31494689,11.11224834
ENSGALG00000008021,8.240987958,15.45139233,7.65069823,13.12823123,9.541834842,7.678700684,11.53890975,1.744117406,7.644412033,10.67027329,10.31494689,10.10204394
TAPBP,144.2172893,194.0008148,188.717223,129.9242194,106.1052034,127.7955185,555.310032,441.2617037,393.6872197,396.5784908,518.8418288,397.010327
TMEM94,0,3.43364274,2.550232743,0.905395257,0.381673394,2.193914481,2.163545579,1.744117406,3.822206017,2.667568323,6.188968136,4.040817578
SLF2,1.373497993,0,7.65069823,0.452697628,1.908366968,4.387828962,0.72118186,0,3.822206017,1.778378882,1.031494689,0
SPATA2,4.120493979,8.58410685,10.20093097,5.432371542,7.633467874,2.742393101,7.933000457,3.488234812,6.370343361,4.445947206,6.188968136,6.061226366
TMEM209,16.48197592,6.86728548,12.75116372,19.46599802,14.12191557,15.90587999,8.654182316,15.69705665,17.83696141,16.89459938,23.72437786,17.1734747
SF3B1,32.96395183,15.45139233,22.95209469,18.10790514,26.33546417,25.77849515,25.24136509,27.9058785,36.94799149,28.45406212,25.78736723,25.25510986
MFSD13A,27.46995986,54.93828384,58.6553531,32.59422925,43.51076688,41.68437514,33.17436555,38.37058293,61.15529626,56.90812423,42.29128226,57.58165048
ENSGALG00000008040,1.373497993,20.60185644,0,1.810790514,1.908366968,1.645435861,2.163545579,1.744117406,1.274068672,0.889189441,0,0
CORO2B,546.6522012,587.1529086,836.4763398,523.3184585,568.3116832,583.581252,472.3741181,518.0028696,555.4939411,389.4649752,416.7238545,525.3062851
SLC9A8,178.5547391,175.1157797,204.0186195,176.0993775,204.1952656,187.0312095,199.0461933,226.7352628,198.7547129,224.9649286,192.8895069,174.7653602
ARL3,54.93991972,36.05324877,38.25349115,81.93827075,40.83905313,35.1026317,93.75364176,64.53234402,58.60715892,55.12974535,80.45658577,39.39797138
MTMR3,135.9763013,187.1335293,206.5688522,143.9578459,164.8829061,139.3135695,137.7457352,165.6911536,128.6809359,164.5000466,167.1021397,155.5714767
PRDM11,1.373497993,8.58410685,2.550232743,9.506650198,4.198407331,6.033264823,6.490636737,3.488234812,10.19254938,13.33784162,5.157473447,3.030613183
ENSGALG00000008054,9.614485951,5.15046411,25.50232743,7.695859684,9.923508236,4.936307582,11.53890975,12.20882184,20.38509875,17.78378882,11.34644158,21.21429228
SYT13,274.6995986,271.2577765,206.5688522,283.3887154,216.0271408,248.460815,232.9417407,205.8058539,159.258584,222.2973603,214.5508954,213.1531272
PAK3,16.48197592,1.71682137,7.65069823,8.601254941,7.25179448,4.936307582,7.211818597,8.72058703,3.822206017,3.556757765,6.188968136,9.09183955
ASCC2,4.120493979,1.71682137,2.550232743,2.716185771,2.290040362,2.193914481,0,1.744117406,2.548137344,1.778378882,2.062989379,0
PRKAR2B,5.493991972,6.86728548,2.550232743,6.790464427,3.435060543,4.936307582,2.163545579,3.488234812,2.548137344,4.445947206,7.220462826,3.030613183
UQCR10,1714.125495,1218.943173,1507.187551,1307.843449,1201.507843,1546.161231,1354.379532,1201.696893,1345.416518,1360.459845,1190.344872,1565.816811
ZMAT5,129.1088113,188.8503507,170.8655938,106.8366403,91.21994109,95.43527992,85.8206413,141.2735099,118.4883865,94.25408076,90.77153266,113.1428922
CHRDL1,52.19292374,75.54014028,63.75581858,52.06022727,65.26615032,63.62351995,77.88764085,78.48528327,76.44412033,83.58380747,74.26761763,50.51021972
NF2,21.97596789,15.45139233,20.40186195,13.12823123,17.17530272,17.55131585,23.79900137,31.39411331,16.56289274,20.45135715,6.188968136,22.22449668
TMEM164,5.493991972,5.15046411,5.100465487,17.20250988,18.3203229,8.775657924,15.14481905,26.16176109,16.56289274,17.78378882,18.56690441,11.11224834
PAQR5,4.120493979,13.73457096,10.20093097,7.243162055,6.870121087,5.484786203,3.605909298,8.72058703,6.370343361,0,3.094484068,10.10204394
C1QTNF4,243.1091448,348.5147381,183.6167575,272.5239723,213.3554271,296.7269336,212.7486486,219.7587932,145.2438286,249.862233,214.5508954,161.6327031
PIK3CG,6.867489965,0,0,3.621581028,4.580080724,1.096957241,2.163545579,3.488234812,3.822206017,11.55946273,2.062989379,1.010204394
NDUFS3,612.5801049,573.4183376,497.2953849,614.3106818,504.9538999,589.6145168,435.5938432,458.7028778,556.7680097,567.3028635,399.1884448,606.1226366
NEFH,13.73497993,6.86728548,22.95209469,19.91869565,23.66375041,9.324136544,3.605909298,5.232352218,26.75544212,17.78378882,13.40943096,10.10204394
ACTR1A,1102.918888,1431.829023,1241.963346,980.5430632,921.3595724,973.0010723,915.1797799,1159.838075,1238.394749,975.4408169,937.6286726,1145.571783
ACSL4,12.36148194,10.30092822,10.20093097,14.48632411,14.12191557,14.26044413,12.98127347,10.46470444,11.46661805,10.67027329,13.40943096,13.13265713
KBTBD4,63.18090768,53.22146247,51.00465487,44.36436759,43.12909349,39.49046066,46.87682088,50.57940477,29.30357946,52.46217703,49.51174509,41.41838017
