,t0_F1E_2,t0_F1E_3,t0_F1E_4,t0_F1C_2,t0_F1C_3,t0_F1C_4,LPS_F1E_1,LPS_F1E_2,LPS_F1E_3,LPS_F1C_1,LPS_F1C_2,LPS_F1C_4
PTP4A3,0,0,0,1.358092885,1.526693575,1.096957241,4.327091158,1.744117406,0,0,1.031494689,1.010204394
ACTR6,238.9886508,163.0980302,147.9134991,205.5247233,206.8669794,242.9760288,202.6521026,188.3646798,179.6436828,204.5135715,192.8895069,191.9388349
FAM76A,59.0604137,37.77007014,28.05256018,36.66850791,43.12909349,39.49046066,43.27091158,40.11470034,34.39985415,46.23785094,44.35427164,42.42858457
NDUFA8,1024.629503,935.6676467,1091.499614,792.6735474,772.1252754,862.7568697,773.1069536,798.8057719,835.7890489,654.4434287,678.7235056,811.1941287
ENSGALG00000040990,79.6628836,58.37192658,48.45442212,90.99222332,59.15937602,65.26895581,49.04036646,64.53234402,64.97750228,73.80272362,51.57473447,57.58165048
BAMBI,4.120493979,0,5.100465487,4.074278656,5.343427512,2.742393101,4.327091158,5.232352218,2.548137344,6.224326088,2.062989379,7.071430761
EIF3B,30.21695585,30.90278466,17.8516292,26.70916008,27.48048435,23.03610205,24.52018323,34.88234812,21.65916743,31.12163044,19.5983991,22.22449668
WBP1L,39.8314418,22.31867781,45.90418938,33.49962451,32.82391186,29.06936687,28.84727439,38.37058293,29.30357946,32.01081988,25.78736723,23.23470107
TNS1,71.42189564,70.38967617,140.2628009,93.70840909,75.18965856,75.6900496,93.75364176,155.2264491,98.10328776,171.6135621,120.6848787,120.2143229
ENSGALG00000041015,0,5.15046411,10.20093097,2.716185771,1.526693575,3.839350342,0,0,1.274068672,0.889189441,0,2.020408789
ENSGALG00000041019,1.373497993,3.43364274,5.100465487,6.337766798,1.908366968,1.096957241,11.53890975,5.232352218,0,3.556757765,13.40943096,3.030613183
FOXJ1,39.8314418,61.80556932,61.20558584,42.10087945,47.70917421,43.329811,128.370371,57.5558744,33.12578548,43.57028262,70.14163888,55.56124169
ENSGALG00000041027,67.30140166,49.78781973,58.6553531,77.41129447,73.28129159,72.39917787,77.88764085,29.6499959,59.88122759,75.5811025,60.85818667,73.74492079
ENSGALG00000041031,1.373497993,1.71682137,5.100465487,0.905395257,0,1.096957241,0.72118186,0,2.548137344,0,0,0
MIA3,133.2293053,207.7353858,130.0618699,143.9578459,139.6924621,143.7013985,126.2068254,160.4588014,117.2143178,149.3838261,143.3777618,115.163301
YIPF3,6.867489965,5.15046411,7.65069823,7.243162055,8.396814661,6.581743443,6.490636737,6.976469624,3.822206017,3.556757765,15.47242034,4.040817578
ENSGALG00000041044,9.614485951,10.30092822,2.550232743,23.54027668,7.633467874,11.51805103,5.769454877,5.232352218,8.918480705,20.45135715,10.31494689,8.081635155
ENSGALG00000041052,16.48197592,12.01774959,51.00465487,33.95232213,31.29721828,49.91155444,43.27091158,41.85881774,57.33309025,54.24055591,80.45658577,61.62246806
MRPL33,532.9172213,594.020194,599.3046947,528.2981324,515.2590815,536.9605692,486.0765734,584.279331,620.4714434,472.1595933,473.4560624,609.1532498
KRTCAP2,715.5924544,872.145256,1037.944727,545.5006423,473.6566816,565.4814575,574.0607603,615.6734443,642.1306108,472.1595933,554.9441429,610.1634542
SMKR1,100.2653535,151.0802806,173.4158265,82.84366601,65.64782372,93.78984406,85.8206413,108.1352792,82.81446369,84.47299691,78.39359639,108.0918702
TATDN1,63.18090768,36.05324877,51.00465487,52.06022727,56.10598887,57.04177651,59.85809435,40.11470034,38.22206017,48.90541926,37.13380882,52.53062851
MID1IP1,2049.259006,2741.763728,2810.356483,2134.016621,1904.931908,2679.31806,1952.239294,2345.837911,2471.693224,2426.597985,1905.170691,2099.204732
CCLi7,1.373497993,0,0,0.905395257,0.381673394,1.096957241,2.884727439,0,2.548137344,1.778378882,3.094484068,3.030613183
CHD7,81.03638159,58.37192658,109.660008,96.87729249,77.86137231,87.20810062,78.60882271,74.99704846,86.63666971,126.2649006,113.4644158,77.78573837
WDR73,145.5907873,236.9213491,204.0186195,133.0931028,137.7840951,176.6101157,173.8048282,216.2705583,178.3696141,128.0432795,141.3147724,142.4388196
ZIC2,1.373497993,1.71682137,5.100465487,0.452697628,2.290040362,1.096957241,2.163545579,0,1.274068672,2.667568323,1.031494689,3.030613183
MRPL15,182.6752331,187.1335293,175.9660593,260.3011364,240.8359114,237.4912426,198.3250114,179.6440928,254.8137344,196.5108665,178.4485813,205.0714921
ATP6,45247.14439,25637.29352,38653.87769,51265.29024,25728.98514,32197.88892,38831.31605,42540.76765,53043.30103,47982.44062,39695.01013,31702.23431
MMP24,119.4943254,142.4961737,158.1144301,119.0594763,97.32671539,90.49897234,128.370371,95.92645733,98.10328776,89.80813356,112.4329211,104.0510526
SYT1,81.03638159,54.93828384,117.3107062,101.4042688,158.3944584,122.8592109,77.16645899,113.3676314,96.82921909,125.3757112,127.9053415,86.87757792
ENSGALG00000041097,4.120493979,6.86728548,5.100465487,3.168883399,1.908366968,0.54847862,2.163545579,6.976469624,11.46661805,3.556757765,6.188968136,9.09183955
ENSGALG00000041098,1.373497993,1.71682137,0,2.716185771,2.671713756,2.742393101,0.72118186,3.488234812,2.548137344,0,4.125978757,1.010204394
ARL5A,118.1208274,106.4429249,96.90884424,111.3636166,89.69324752,106.4048523,112.5043701,78.48528327,114.6661805,112.927059,114.4959105,109.1020746
GALNT6,2.746995986,1.71682137,5.100465487,2.263488142,0.763346787,0.54847862,3.605909298,8.72058703,1.274068672,3.556757765,3.094484068,2.020408789
CDK5RAP2,12.36148194,1.71682137,7.65069823,14.93902174,15.64860914,10.96957241,15.14481905,12.20882184,14.01475539,12.44865218,11.34644158,13.13265713
SLC18A3,92.02436554,94.42517535,104.5595425,67.90464427,107.2502236,85.56266476,137.7457352,221.5029106,58.60715892,81.80542859,102.1179742,61.62246806
USP20,5.493991972,8.58410685,7.65069823,1.810790514,3.435060543,2.742393101,1.442363719,5.232352218,3.822206017,4.445947206,5.157473447,2.020408789
NUP214,1.373497993,3.43364274,5.100465487,3.168883399,4.580080724,2.193914481,7.211818597,3.488234812,6.370343361,5.335136647,7.220462826,4.040817578
TRAM,64.55440567,65.23921206,73.95674956,72.88431818,80.53308607,77.88396408,98.08073292,87.2058703,87.91073838,122.7081429,118.6218893,96.97962186
GOLGA4,12.36148194,5.15046411,5.100465487,19.91869565,17.55697611,8.227179304,14.42363719,8.72058703,21.65916743,16.89459938,13.40943096,5.051021972
ENSGALG00000041118,13.73497993,8.58410685,25.50232743,16.74981225,13.74024217,23.58458067,7.933000457,12.20882184,20.38509875,25.78649379,17.53540972,23.23470107
METTL24,56.31341772,77.25696165,61.20558584,54.77641304,43.12909349,63.62351995,66.34873109,45.34705256,30.57764813,38.23514597,43.32277695,37.37756259
SLIT2,71.42189564,32.61960603,22.95209469,51.15483202,43.89244028,37.29654618,41.107366,40.11470034,29.30357946,40.01352485,38.16530351,29.29592744
DSTYK,2.746995986,1.71682137,0,0.905395257,1.908366968,0,2.163545579,0,0,1.778378882,0,2.020408789
NOLC1,4.120493979,5.15046411,5.100465487,5.88506917,5.725100905,6.033264823,2.163545579,0,8.918480705,9.781083853,6.188968136,4.040817578
ENSGALG00000041125,31.59045384,30.90278466,12.75116372,14.03362648,9.541834842,7.130222063,15.14481905,27.9058785,0,22.22973603,33.00783006,11.11224834
ENSGALG00000041126,9.614485951,3.43364274,2.550232743,11.77013834,5.725100905,1.645435861,10.8177279,5.232352218,3.822206017,8.00270497,12.37793627,5.051021972
TMEM173,15.10847792,18.88503507,22.95209469,17.20250988,11.06852842,14.80892275,32.45318369,22.67352628,24.20730477,24.89730435,69.11014419,42.42858457
HTRA1,24.72296388,20.60185644,25.50232743,17.65520751,30.1521981,19.74523033,11.53890975,19.18529147,24.20730477,34.6783882,26.81886192,21.21429228
5S_rRNA,5.493991972,1.71682137,0,0.905395257,2.671713756,2.193914481,2.163545579,1.744117406,2.548137344,0.889189441,3.094484068,2.020408789
MOGS,157.9522692,195.7176362,277.975369,162.5184486,122.135486,173.8677226,126.2068254,198.8293843,143.96976,152.9405839,137.1887937,131.3265713
FAM109A,12.36148194,17.1682137,15.30139646,7.243162055,11.06852842,7.678700684,9.375364176,8.72058703,12.74068672,15.1162205,6.188968136,18.1836791
MNX1,0,0,0,0,0,0,0,0,0,0,3.094484068,0
ENSGALG00000041164,8.240987958,15.45139233,7.65069823,9.959347826,7.25179448,10.42109378,8.654182316,13.95293925,11.46661805,9.781083853,11.34644158,16.16327031
ENSGALG00000041175,2.746995986,0,5.100465487,0,0,0.54847862,0,3.488234812,2.548137344,0,1.031494689,2.020408789
LMAN2L,141.4702933,190.5671721,232.0711796,176.0993775,167.1729464,163.4466288,174.52601,184.876445,145.2438286,191.1757298,162.9761609,165.6735207
ENSGALG00000041179,1.373497993,1.71682137,5.100465487,0.905395257,1.145020181,1.645435861,3.605909298,3.488234812,0,2.667568323,2.062989379,1.010204394
ENSGALG00000041181,15.10847792,15.45139233,15.30139646,20.82409091,23.66375041,18.64827309,10.09654604,36.62646553,21.65916743,13.33784162,18.56690441,16.16327031
NETO1,9.614485951,3.43364274,2.550232743,5.432371542,4.961754118,1.096957241,3.605909298,3.488234812,0,8.891894412,5.157473447,6.061226366
ENSGALG00000041187,23.34946588,27.46914192,33.15302566,19.46599802,17.17530272,26.32697377,18.75072835,19.18529147,16.56289274,15.1162205,18.56690441,23.23470107
IFIH1,15.10847792,6.86728548,5.100465487,24.44567194,22.13705683,12.61500827,25.24136509,45.34705256,31.8517168,36.45676709,39.1967982,42.42858457
NFYB,46.69893176,44.63735562,61.20558584,42.55357708,56.10598887,52.10546892,64.90636737,52.32352218,58.60715892,71.13515529,57.7637026,58.59185488
ZNF706,256.8441247,336.4969885,316.2288602,264.8281126,274.0414967,240.2336357,269.7220155,251.1529065,270.1025585,240.0811491,301.1964493,288.9184568
FBXO32,20.6024699,24.03549918,22.95209469,32.14153162,49.61754118,31.81175997,36.05909298,34.88234812,24.20730477,35.56757765,23.72437786,31.31633623
CRMP1A,564.5076751,494.4445546,272.8749035,674.972164,600.7539217,613.1990974,554.5888501,446.4940559,481.5979581,521.954202,475.5190518,559.6532345
ENSGALG00000041205,93.39786353,192.2839934,104.5595425,92.80301383,73.28129159,117.9229034,119.7161887,85.46175289,85.36260104,108.4811118,74.26761763,100.010235
ENSGALG00000041212,13.73497993,6.86728548,2.550232743,4.979673913,6.488447693,4.387828962,5.769454877,1.744117406,0,8.891894412,3.094484068,7.071430761
ARHGAP17,4.120493979,1.71682137,2.550232743,2.263488142,0.763346787,1.645435861,0,0,6.370343361,5.335136647,2.062989379,2.020408789
ENSGALG00000041215,10.98798394,3.43364274,28.05256018,10.41204545,7.633467874,14.26044413,2.163545579,6.976469624,11.46661805,5.335136647,20.62989379,9.09183955
RPUSD2,12.36148194,8.58410685,10.20093097,10.41204545,14.88526235,8.775657924,20.91427393,12.20882184,22.9332361,13.33784162,11.34644158,19.19388349
ENSGALG00000041219,1.373497993,3.43364274,2.550232743,4.074278656,3.05338715,3.290871722,5.048273018,3.488234812,1.274068672,4.445947206,4.125978757,2.020408789
ENSGALG00000041225,1.373497993,0,0,0.452697628,1.526693575,0,0.72118186,0,6.370343361,0.889189441,3.094484068,1.010204394
ENSGALG00000041226,174.4342451,115.0270318,135.1623354,163.4238439,150.7609905,149.1861847,171.6412826,109.8793966,151.614172,150.2730156,166.070645,189.9184261
ENSGALG00000041227,0,0,0,0,0,0,0,1.744117406,6.370343361,0,4.125978757,0
ENSGALG00000041228,2439.332436,2357.195741,2914.916026,2409.256779,2730.109785,2977.690429,2401.535593,2579.549643,3129.112659,2307.4466,2101.154682,2408.327276
TMEM223,326.8925223,461.8249485,446.2907301,297.8750395,261.4462747,304.4056342,312.2717452,374.9852423,323.6134427,271.2027796,289.8500077,291.94907
CBX7,0,0,2.550232743,1.810790514,2.671713756,1.645435861,0,3.488234812,1.274068672,2.667568323,3.094484068,0
ENSGALG00000041242,92.02436554,118.4606745,86.70791327,101.8569664,124.4255263,74.04461373,98.08073292,87.2058703,66.25157095,94.25408076,97.99199549,96.97962186
ENSGALG00000041245,12.36148194,3.43364274,7.65069823,16.74981225,17.55697611,19.74523033,20.19309207,26.16176109,12.74068672,20.45135715,37.13380882,27.27551865
ENSGALG00000041247,67.30140166,103.0092822,127.5116372,86.01254941,88.16655394,88.85353648,91.59009618,104.6470444,68.7997083,96.03245964,82.51957515,107.0816658
ADAM12,10.98798394,12.01774959,17.8516292,11.31744071,14.12191557,18.64827309,28.84727439,27.9058785,12.74068672,19.56216771,24.75587254,22.22449668
ENSGALG00000041263,9.614485951,17.1682137,10.20093097,15.39171937,21.37371005,14.26044413,12.26009161,13.95293925,17.83696141,18.67297826,17.53540972,18.1836791
CNN1,0,1.71682137,0,1.810790514,2.671713756,8.227179304,2.163545579,3.488234812,2.548137344,6.224326088,11.34644158,3.030613183
BMI1,168.9402531,178.5494225,188.717223,192.8491897,205.7219592,211.7127474,216.3545579,155.2264491,150.3401033,166.2784255,169.1651291,177.7959734
OLFM2,135.9763013,183.6998866,221.8702487,148.0321245,89.31157413,94.33832268,105.2925515,186.6205624,121.0365239,128.932469,148.5352353,117.1837098
KIAA0319,34.33744983,17.1682137,12.75116372,32.59422925,36.2589724,23.58458067,25.96254695,36.62646553,25.48137344,40.90271429,31.97633537,33.33674502
UBC,4036.710602,5208.836037,5115.766883,3368.523053,2954.533741,3552.496023,3967.22141,3810.896532,3799.27278,3300.671206,3739.168249,3695.327675
FOSB,0,0,0,0,0,0,0,0,0,0.889189441,0,0
ENSGALG00000041282,96.14485951,123.6111386,145.3632664,120.8702668,120.6087924,102.565502,131.2550985,156.9705665,90.45887572,131.6000373,124.8108574,102.0306438
ENSGALG00000041283,2.746995986,0,5.100465487,1.810790514,2.290040362,0.54847862,0,0,3.822206017,0,1.031494689,0
MAP2K3,133.2293053,144.2129951,140.2628009,146.221334,121.3721392,146.9922702,172.3624645,179.6440928,187.2880948,199.1784348,195.983991,145.4694328
ENSGALG00000041287,71.42189564,92.70835398,114.7604734,85.55985178,75.57133195,80.07787856,69.95464039,69.76469624,68.7997083,99.58921741,76.33060701,77.78573837
ENSGALG00000041290,59.0604137,72.10649754,96.90884424,51.60752964,33.20558525,34.55415308,33.89554741,59.2999918,53.51088423,49.7946087,60.85818667,40.40817578
ENSGALG00000041293,12.36148194,6.86728548,5.100465487,4.979673913,5.343427512,10.96957241,2.884727439,3.488234812,5.096274689,0,5.157473447,5.051021972
COQ2,52.19292374,92.70835398,86.70791327,67.45194664,73.28129159,83.9172289,87.26300502,92.43822252,57.33309025,75.5811025,70.14163888,53.5408329
ENSGALG00000041298,24.72296388,37.77007014,30.60279292,28.06725296,26.71713756,24.13305929,13.70245533,22.67352628,1.274068672,25.78649379,21.66138848,22.22449668
ALKBH3,43.95193578,53.22146247,43.35395664,47.98594862,45.41913385,53.75090479,49.04036646,45.34705256,43.31833485,69.35677641,33.00783006,53.5408329
ENSGALG00000041317,5.493991972,0,0,6.790464427,3.816733937,3.839350342,2.163545579,1.744117406,5.096274689,0.889189441,7.220462826,5.051021972
ENSGALG00000041330,34.33744983,27.46914192,28.05256018,19.0133004,31.29721828,23.03610205,20.19309207,29.6499959,17.83696141,13.33784162,18.56690441,7.071430761
RRP12,109.8798394,168.2484943,132.6121027,125.8499407,132.822341,148.0892275,160.1023729,136.0411577,141.4216226,112.927059,126.8738468,155.5714767
SNRPD1,552.1461932,648.9584779,785.4716849,456.7719071,497.7021054,535.863612,607.2351259,556.3734525,609.0048253,503.2812237,549.7866694,617.234885
OTUD6B,149.7112812,106.4429249,53.55488761,147.5794269,161.8295189,108.0502882,134.1398259,99.41469214,126.1327985,145.8270683,112.4329211,115.163301
TUSC2,0,1.71682137,0,2.263488142,2.290040362,1.096957241,0.72118186,1.744117406,3.822206017,1.778378882,0,3.030613183
FABP5,1098.798394,841.2424713,958.8875115,944.7799506,908.7643504,1005.361311,840.1768665,844.1528245,798.8410575,775.3731927,668.4085587,758.6635002
SDF1,21.97596789,24.03549918,22.95209469,21.72948617,27.09881095,21.93914481,60.57927621,29.6499959,62.42936494,42.68109318,56.73220792,59.60205927
TP53INP1,21.97596789,8.58410685,7.65069823,7.243162055,6.488447693,10.96957241,6.490636737,5.232352218,8.918480705,11.55946273,11.34644158,4.040817578
ARFIP1,9.614485951,15.45139233,17.8516292,14.03362648,11.45020181,18.09979447,7.211818597,10.46470444,12.74068672,16.00540994,17.53540972,16.16327031
SECISBP2L,9.614485951,5.15046411,15.30139646,8.148557312,8.015141268,6.581743443,6.490636737,1.744117406,12.74068672,2.667568323,8.251957515,2.020408789
SALL4,2.746995986,6.86728548,2.550232743,7.243162055,7.633467874,4.936307582,5.769454877,10.46470444,8.918480705,8.00270497,7.220462826,9.09183955
ZNF335,81.03638159,144.2129951,153.0139646,88.72873518,98.85340897,104.2109378,124.7644617,160.4588014,105.7476998,102.2567857,112.4329211,126.2755493
UNC13A,2.746995986,1.71682137,2.550232743,5.88506917,1.145020181,1.645435861,2.163545579,0,1.274068672,3.556757765,1.031494689,2.020408789
ARAP2,2.746995986,1.71682137,5.100465487,0.905395257,1.526693575,0.54847862,2.163545579,0,1.274068672,0,1.031494689,5.051021972
BFIV21,53.56642173,101.2924608,51.00465487,43.0062747,40.83905313,94.8868013,121.1585524,195.3411495,338.9022668,112.927059,232.0863051,205.0714921
ENSGALG00000041383,296.6755665,262.6736696,262.6739726,318.2464328,339.307647,382.8380769,377.8992945,376.7293597,259.9100091,329.8892827,369.2750988,281.847026
SHKBP1,6.867489965,8.58410685,12.75116372,2.263488142,4.580080724,4.936307582,7.933000457,6.976469624,1.274068672,6.224326088,2.062989379,7.071430761
ENSGALG00000041385,23.34946588,30.90278466,48.45442212,41.64818182,38.54901276,30.16632411,32.45318369,27.9058785,22.9332361,33.78919876,35.07081944,35.3571538
TMEM141,987.545057,1018.075072,892.5814601,567.6828261,516.4041017,794.1970421,632.4764909,610.4410921,714.7525251,521.0650125,603.4243933,755.632887
ENSGALG00000041397,16.48197592,8.58410685,2.550232743,3.168883399,7.633467874,4.936307582,1.442363719,13.95293925,5.096274689,5.335136647,9.283452204,4.040817578
HIST2H4A,2.746995986,1.71682137,0,0,0,0.54847862,0.72118186,0,1.274068672,1.778378882,4.125978757,0
SDHB,1112.533374,1121.084355,1017.542865,1062.934032,895.4057816,1044.851772,956.2871459,1182.511601,1116.084157,848.2867269,889.1484222,1075.86768
ENSGALG00000041409,4.120493979,0,2.550232743,1.810790514,5.725100905,1.645435861,0.72118186,1.744117406,11.46661805,0.889189441,3.094484068,14.14286152
PPP3CC,1.373497993,0,15.30139646,1.810790514,0.763346787,0.54847862,0,5.232352218,2.548137344,1.778378882,5.157473447,6.061226366
ACADSB,43.95193578,34.3364274,0,31.68883399,28.24383113,35.65111032,22.35663765,20.92940887,28.02951079,26.67568323,26.81886192,17.1734747
NDUFS2,678.5080086,988.8891091,1004.791701,816.2138241,691.5921894,783.2274697,757.9621345,746.4822498,744.0561046,674.8947858,714.8258197,838.4696474
ENSGALG00000041419,645.5440567,762.2686883,1004.791701,823.4569862,605.3340024,800.7787856,698.1040402,732.5293105,858.722285,771.8164349,624.0542871,726.3369596
ENSGALG00000041420,19.2289719,13.73457096,12.75116372,41.64818182,24.80877059,20.84218757,29.56845625,13.95293925,21.65916743,32.90000932,16.50391503,14.14286152
EGLN1,116.7473294,181.9830652,158.1144301,121.3229644,105.7235301,143.1529199,186.7861017,165.6911536,136.3253479,220.5189814,132.0313202,128.2959581
ENSGALG00000041423,20.6024699,29.18596329,25.50232743,37.12120553,51.14423476,28.52088825,18.75072835,22.67352628,39.49612884,27.56487268,36.10231413,10.10204394
NEK4,13.73497993,10.30092822,0,8.148557312,8.396814661,14.80892275,7.211818597,13.95293925,12.74068672,3.556757765,12.37793627,8.081635155
MPV17L2,50.81942574,84.12424713,68.85628407,55.6818083,70.60957783,52.10546892,51.20391204,83.71763549,53.51088423,64.02163976,64.98416543,51.52042411
STUB1,532.9172213,607.754765,762.5195902,588.0542194,512.9690411,558.3512354,551.7041227,526.7234566,468.8572714,547.7406957,460.0466315,588.9491619
MSL3,37.08444581,32.61960603,38.25349115,45.26976285,46.18248064,52.10546892,49.04036646,41.85881774,57.33309025,49.7946087,46.41726102,47.47960654
ENSGALG00000041436,1.373497993,1.71682137,0,0.452697628,1.145020181,0.54847862,2.163545579,5.232352218,0,2.667568323,2.062989379,2.020408789
ENSGALG00000041442,0,3.43364274,0,1.810790514,0.381673394,3.290871722,2.163545579,0,1.274068672,0.889189441,0,3.030613183
ENSGALG00000041445,10.98798394,3.43364274,7.65069823,7.695859684,6.106774299,7.130222063,7.933000457,5.232352218,6.370343361,10.67027329,9.283452204,8.081635155
ENSGALG00000041453,295.3020685,252.3727414,349.3818858,119.0594763,122.5171594,190.3220812,183.9013742,141.2735099,228.0582923,113.8162485,192.8895069,211.1327184
DNMT3A,328.2660203,262.6736696,285.6260672,355.3676383,322.8956911,284.1119253,442.08448,256.3852587,252.2655971,388.5757858,402.2829289,367.7143996
DDIT4,1.373497993,3.43364274,0,0.905395257,3.05338715,1.096957241,2.884727439,3.488234812,1.274068672,0.889189441,4.125978757,5.051021972
ENSGALG00000041460,42.57843778,25.75232055,20.40186195,44.81706522,32.06056507,39.49046066,60.57927621,40.11470034,48.41460954,73.80272362,63.95267074,67.68369443
DNMT3B,0,0,2.550232743,0.452697628,0.381673394,0.54847862,2.163545579,0,0,2.667568323,0,0
ENSGALG00000041463,9.614485951,1.71682137,7.65069823,9.506650198,10.30518163,11.51805103,7.211818597,1.744117406,8.918480705,8.891894412,11.34644158,8.081635155
PPARA,1.373497993,1.71682137,0,2.263488142,3.435060543,1.645435861,3.605909298,5.232352218,2.548137344,1.778378882,1.031494689,1.010204394
ENSGALG00000041471,21.97596789,27.46914192,22.95209469,21.27678854,14.50358896,16.45435861,18.02954649,26.16176109,28.02951079,17.78378882,18.56690441,23.23470107
DDX31,67.30140166,97.85881809,84.15768053,62.0195751,61.06774299,64.72047719,72.83936783,87.2058703,82.81446369,56.90812423,80.45658577,64.65308124
ENSGALG00000041477,53.56642173,68.6728548,51.00465487,51.15483202,50.76256136,52.65394754,51.9250939,57.5558744,35.67392282,63.13245032,60.85818667,50.51021972
ENSGALG00000041478,45.32543377,18.88503507,28.05256018,64.73576087,47.32750082,34.55415308,41.107366,20.92940887,34.39985415,59.57569256,48.4802504,41.41838017
ENSGALG00000041481,1.373497993,1.71682137,5.100465487,0,0.763346787,0,0,5.232352218,5.096274689,0,4.125978757,0
ENSGALG00000041489,0,0,0,0,0,0,0,0,0,0,0,0
GOLGB1,9.614485951,5.15046411,0,14.48632411,11.8318752,8.227179304,8.654182316,5.232352218,6.370343361,11.55946273,15.47242034,5.051021972
ENSGALG00000041500,9.614485951,6.86728548,35.70325841,10.86474308,0.381673394,2.193914481,5.048273018,0,6.370343361,0.889189441,1.031494689,6.061226366
AMER3,2.746995986,0,0,1.358092885,1.145020181,1.096957241,0.72118186,0,7.644412033,0,1.031494689,3.030613183
ENSGALG00000041505,1.373497993,0,0,0,0.381673394,0,1.442363719,0,7.644412033,0,1.031494689,0
ENSGALG00000041514,108.5063415,104.7261036,132.6121027,72.88431818,75.57133195,74.04461373,72.83936783,76.74116586,89.18480705,56.01893479,59.82669198,80.81635155
ENSGALG00000041519,2.746995986,0,25.50232743,14.03362648,1.526693575,6.581743443,0.72118186,0,19.11103008,5.335136647,0,6.061226366
CCDC94,42.57843778,77.25696165,73.95674956,41.64818182,33.20558525,54.84786203,33.89554741,74.99704846,75.17005166,54.24055591,55.70071323,42.42858457
ENSGALG00000041524,6.867489965,0,0,0,0.381673394,3.290871722,2.884727439,0,0,0.889189441,0,12.12245273
LMF2,123.6148194,238.6381704,234.6214124,183.3425395,123.6621796,142.0559626,150.0058268,216.2705583,146.5178973,129.8216584,151.6297193,132.3367757
TMEM74,19.2289719,17.1682137,35.70325841,14.93902174,18.70199629,25.23001653,19.47191021,19.18529147,15.28882407,19.56216771,20.62989379,23.23470107
GPATCH8,89.27736955,97.85881809,114.7604734,123.1337549,133.5856878,94.8868013,118.273825,99.41469214,87.91073838,136.9351739,86.64555391,96.97962186
DHX57,17.85547391,25.75232055,35.70325841,20.37139328,20.99203665,21.93914481,17.30836463,29.6499959,21.65916743,27.56487268,21.66138848,17.1734747
ENSGALG00000041559,309.0370484,309.0278466,402.9367734,273.8820652,289.6901058,210.6157902,344.7249289,381.9617119,254.8137344,345.8946926,259.9366617,269.7245733
ENSGALG00000041562,317.2780364,482.426805,612.0558584,393.8469368,328.620792,388.3228631,367.0815666,434.2852341,343.9985415,348.5622609,346.5822156,374.7858303
ENSGALG00000041563,1.373497993,3.43364274,0,2.263488142,2.290040362,1.645435861,1.442363719,5.232352218,1.274068672,4.445947206,1.031494689,0
ENSGALG00000041564,2.746995986,8.58410685,7.65069823,4.074278656,5.725100905,1.096957241,5.048273018,0,6.370343361,8.00270497,3.094484068,5.051021972
IMPAD1,15.10847792,13.73457096,12.75116372,20.82409091,30.1521981,27.97240963,21.63545579,29.6499959,28.02951079,22.22973603,28.8818513,14.14286152
PPP1R14C,1.373497993,3.43364274,2.550232743,3.168883399,3.05338715,4.387828962,5.048273018,3.488234812,3.822206017,2.667568323,3.094484068,3.030613183
SMARCC2,4.120493979,8.58410685,10.20093097,11.31744071,7.633467874,4.387828962,11.53890975,19.18529147,7.644412033,8.00270497,9.283452204,4.040817578
ENSGALG00000041593,0,1.71682137,0,0,0.763346787,0,0.72118186,1.744117406,1.274068672,1.778378882,0,2.020408789
ENSGALG00000041600,0,0,0,1.358092885,1.145020181,1.096957241,0,0,7.644412033,2.667568323,8.251957515,6.061226366
ENSGALG00000041611,100.2653535,80.69060439,84.15768053,107.2893379,77.86137231,108.0502882,81.49355014,41.85881774,82.81446369,77.35948138,125.8423521,120.2143229
HEATR3,34.33744983,41.20371288,20.40186195,39.38469368,28.24383113,36.19958894,43.27091158,47.09116996,33.12578548,24.89730435,34.03932475,38.38776699
IRF2BPL,4.120493979,6.86728548,2.550232743,5.432371542,3.816733937,4.936307582,3.605909298,6.976469624,5.096274689,8.00270497,3.094484068,8.081635155
ENSGALG00000041618,156.5787712,164.8148515,135.1623354,159.8022628,161.0661721,148.0892275,163.7082821,230.2234976,135.0512793,150.2730156,157.8186875,236.3878283
MTPN,236.2416548,192.2839934,150.4637319,284.7468083,281.2932912,244.072986,289.9151076,172.6676232,208.9472622,230.3000653,243.4327467,203.0510833
ENSGALG00000041621,1663.30607,1915.972649,2269.707142,1601.644209,1412.57323,1614.172579,1872.90929,2256.887923,2429.648958,1333.784162,2177.485289,2117.388411
ENSGALG00000041622,86.53037356,130.4784241,137.7125681,108.1947332,90.07492091,132.1833475,95.19600548,129.064688,131.2290732,130.7108478,104.1809636,138.398002
LSM5,75.54238962,68.6728548,76.5069823,79.67478261,82.44145304,80.07787856,68.51227667,62.78822662,86.63666971,87.14056523,69.11014419,71.724512
NFIX,27.46995986,10.30092822,71.40651681,50.24943676,83.20479983,77.88396408,44.7132753,47.09116996,24.20730477,56.01893479,45.38576633,43.43878896
CAMK2D,9.614485951,1.71682137,5.100465487,2.716185771,3.05338715,3.839350342,3.605909298,0,3.822206017,4.445947206,6.188968136,4.040817578
TWIST1,1.373497993,5.15046411,5.100465487,2.263488142,2.671713756,2.193914481,0.72118186,5.232352218,0,0,2.062989379,6.061226366
HMG20A,78.2893856,54.93828384,33.15302566,83.29636364,83.20479983,66.91439167,72.11818597,26.16176109,52.23681556,52.46217703,73.23612295,58.59185488
cNFI-C,152.4582772,78.97378302,181.0665248,213.220583,232.0574234,155.2194495,196.1614658,188.3646798,145.2438286,229.4108758,177.4170866,148.500046
